Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Product ID,Product Name,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Cost,Profit
ORD-000037,2019-01-22,2019-01-23,Standard Class,CUST-0310,Customer 310,Consumer,South,Alabama,PROD-0067,Storage Product 7,Furniture,Storage,2,79.36,0.0,158.72,99.42,59.3
ORD-000038,2019-01-29,2019-01-31,Same Day,CUST-0695,Customer 695,Consumer,North,Montana,PROD-0071,Bookcases Product 1,Furniture,Bookcases,1,756.16,0.0,756.16,414.09,342.07
ORD-000038,2019-01-29,2019-01-30,First Class,CUST-0695,Customer 695,Consumer,North,Montana,PROD-0108,Pens Product 8,Office Supplies,Pens,2,558.93,0.0,1117.86,699.8,418.06
ORD-000039,2019-01-29,2019-01-30,Second Class,CUST-0300,Customer 300,Consumer,West,Utah,PROD-0100,Binders Product 10,Office Supplies,Binders,1,541.15,0.0,541.15,377.33,163.82
ORD-000039,2019-01-29,2019-01-31,First Class,CUST-0300,Customer 300,Consumer,West,Utah,PROD-0004,Phones Product 4,Electronics,Phones,2,952.85,0.0,1905.7,698.44,1207.26
ORD-000040,2019-01-29,2019-01-31,Standard Class,CUST-0414,Customer 414,Corporate,East,Maine,PROD-0108,Pens Product 8,Office Supplies,Pens,1,558.93,0.0534,529.1,349.9,179.2
ORD-000041,2019-01-29,2019-01-30,Second Class,CUST-0374,Customer 374,Corporate,West,Utah,PROD-0131,Machines Product 1,Technology,Machines,4,373.75,0.0,1495.0,567.24,927.76
ORD-000042,2019-01-29,2019-01-30,First Class,CUST-0429,Customer 429,Consumer,North,Montana,PROD-0074,Bookcases Product 4,Furniture,Bookcases,1,955.85,0.0,955.85,400.74,555.11
ORD-000043,2019-01-29,2019-01-31,Second Class,CUST-0947,Customer 947,Consumer,Central,Wisconsin,PROD-0006,Phones Product 6,Electronics,Phones,3,352.55,0.0,1057.65,355.17,702.48
ORD-000043,2019-01-29,2019-01-30,Standard Class,CUST-0947,Customer 947,Consumer,Central,Wisconsin,PROD-0153,Hardware Product 3,Technology,Hardware,2,989.3,0.0359,1907.48,714.88,1192.6
ORD-000043,2019-01-29,2019-01-30,Standard Class,CUST-0947,Customer 947,Consumer,Central,Wisconsin,PROD-0097,Binders Product 7,Office Supplies,Binders,1,415.98,0.0,415.98,179.48,236.5
ORD-000044,2019-01-29,2019-02-01,Standard Class,CUST-0852,Customer 852,Corporate,South,Texas,PROD-0139,Machines Product 9,Technology,Machines,2,382.72,0.0,765.44,257.2,508.24
ORD-000044,2019-01-29,2019-01-31,First Class,CUST-0852,Customer 852,Corporate,South,Texas,PROD-0096,Binders Product 6,Office Supplies,Binders,4,96.66,0.0,386.64,172.0,214.64
ORD-000045,2019-01-29,2019-01-31,Standard Class,CUST-0911,Customer 911,Corporate,North,Idaho,PROD-0038,Accessories Product 8,Electronics,Accessories,1,973.14,0.0,973.14,493.98,479.16
ORD-000046,2019-01-29,2019-01-30,Standard Class,CUST-0631,Customer 631,Corporate,South,Florida,PROD-0049,Chairs Product 9,Furniture,Chairs,3,181.26,0.0,543.78,354.12,189.66
ORD-000047,2019-01-29,2019-01-31,Second Class,CUST-0582,Customer 582,Home Office,North,Idaho,PROD-0143,Software Product 3,Technology,Software,1,362.35,0.013,357.64,169.97,187.67
ORD-000048,2019-01-29,2019-02-01,First Class,CUST-0220,Customer 220,Home Office,South,Florida,PROD-0110,Pens Product 10,Office Supplies,Pens,1,559.52,0.0,559.52,330.71,228.81
ORD-000049,2019-01-29,2019-01-30,First Class,CUST-0974,Customer 974,Consumer,South,Georgia,PROD-0043,Chairs Product 3,Furniture,Chairs,4,965.38,0.0,3861.52,1891.68,1969.84
ORD-000050,2019-01-29,2019-01-30,Standard Class,CUST-0759,Customer 759,Home Office,South,Georgia,PROD-0013,Tablets Product 3,Electronics,Tablets,2,970.71,0.0,1941.42,945.38,996.04
ORD-000051,2019-01-29,2019-01-31,Same Day,CUST-0812,Customer 812,Home Office,West,Nevada,PROD-0075,Bookcases Product 5,Furniture,Bookcases,1,1178.41,0.0,1178.41,426.79,751.62
ORD-000051,2019-01-29,2019-01-30,Standard Class,CUST-0812,Customer 812,Home Office,West,Nevada,PROD-0098,Binders Product 8,Office Supplies,Binders,5,89.75,0.0,448.75,162.05,286.7
ORD-000052,2019-01-29,2019-01-30,Standard Class,CUST-0812,Customer 812,Home Office,South,Georgia,PROD-0006,Phones Product 6,Electronics,Phones,3,352.55,0.3431,694.8,355.17,339.63
ORD-000052,2019-01-29,2019-02-03,Standard Class,CUST-0812,Customer 812,Home Office,South,Georgia,PROD-0068,Storage Product 8,Furniture,Storage,3,461.01,0.0,1383.03,1034.4,348.63
ORD-000053,2019-01-29,2019-01-30,Standard Class,CUST-0260,Customer 260,Consumer,Central,Illinois,PROD-0045,Chairs Product 5,Furniture,Chairs,1,801.51,0.0,801.51,495.67,305.84
ORD-000053,2019-01-29,2019-01-30,Second Class,CUST-0260,Customer 260,Consumer,Central,Illinois,PROD-0074,Bookcases Product 4,Furniture,Bookcases,2,955.85,0.1015,1717.59,801.48,916.11
ORD-000053,2019-01-29,2019-01-30,Standard Class,CUST-0260,Customer 260,Consumer,Central,Illinois,PROD-0134,Machines Product 4,Technology,Machines,3,417.57,0.0,1252.71,606.96,645.75
ORD-000054,2019-01-29,2019-02-03,Second Class,CUST-0705,Customer 705,Consumer,West,California,PROD-0062,Storage Product 2,Furniture,Storage,2,1149.06,0.0131,2267.93,864.88,1403.05
ORD-000054,2019-01-29,2019-02-03,Second Class,CUST-0705,Customer 705,Consumer,West,California,PROD-0068,Storage Product 8,Furniture,Storage,1,461.01,0.2557,343.12,344.8,-1.68
ORD-000054,2019-01-29,2019-01-30,First Class,CUST-0705,Customer 705,Consumer,West,California,PROD-0063,Storage Product 3,Furniture,Storage,1,725.55,0.0,725.55,331.07,394.48
ORD-000055,2019-01-29,2019-01-30,Second Class,CUST-0190,Customer 190,Consumer,East,Pennsylvania,PROD-0015,Tablets Product 5,Electronics,Tablets,1,447.85,0.0,447.85,166.36,281.49
ORD-000056,2019-02-05,2019-02-06,First Class,CUST-0812,Customer 812,Home Office,Central,Michigan,PROD-0019,Tablets Product 9,Electronics,Tablets,4,442.16,0.0,1768.64,706.16,1062.48
ORD-000057,2019-02-05,2019-02-06,Standard Class,CUST-0582,Customer 582,Home Office,Central,Michigan,PROD-0104,Pens Product 4,Office Supplies,Pens,1,690.53,0.0,690.53,344.81,345.72
ORD-000058,2019-02-05,2019-02-07,Standard Class,CUST-0101,Customer 101,Consumer,North,Oregon,PROD-0127,Copiers Product 7,Technology,Copiers,5,96.18,0.2426,364.22,337.4,26.82
ORD-000059,2019-02-05,2019-02-07,First Class,CUST-0885,Customer 885,Corporate,South,Alabama,PROD-0063,Storage Product 3,Furniture,Storage,1,725.55,0.1741,599.23,331.07,268.16
ORD-000059,2019-02-05,2019-02-07,Standard Class,CUST-0885,Customer 885,Corporate,South,Alabama,PROD-0154,Hardware Product 4,Technology,Hardware,1,951.26,0.0,951.26,359.9,591.36
ORD-000059,2019-02-05,2019-02-06,First Class,CUST-0885,Customer 885,Corporate,South,Alabama,PROD-0098,Binders Product 8,Office Supplies,Binders,1,89.75,0.0,89.75,32.41,57.34
ORD-000060,2019-02-05,2019-02-06,First Class,CUST-0939,Customer 939,Consumer,South,Alabama,PROD-0046,Chairs Product 6,Furniture,Chairs,2,1118.19,0.0,2236.38,943.88,1292.5
ORD-000061,2019-02-05,2019-02-08,Second Class,CUST-0986,Customer 986,Consumer,South,Florida,PROD-0087,Paper Product 7,Office Supplies,Paper,4,532.96,0.0,2131.84,1278.36,853.48
ORD-000062,2019-02-05,2019-02-06,Second Class,CUST-0282,Customer 282,Consumer,Central,Illinois,PROD-0051,Tables Product 1,Furniture,Tables,3,112.9,0.0,338.7,115.02,223.68
ORD-000063,2019-02-05,2019-02-06,Standard Class,CUST-0854,Customer 854,Home Office,South,Florida,PROD-0072,Bookcases Product 2,Furniture,Bookcases,2,759.17,0.0,1518.34,684.46,833.88
ORD-000063,2019-02-05,2019-02-06,Second Class,CUST-0854,Customer 854,Home Office,South,Florida,PROD-0010,Phones Product 10,Electronics,Phones,1,578.33,0.0,578.33,458.59,119.74
ORD-000063,2019-02-05,2019-02-07,Standard Class,CUST-0854,Customer 854,Home Office,South,Florida,PROD-0041,Chairs Product 1,Furniture,Chairs,2,537.99,0.0,1075.98,790.62,285.36
ORD-000064,2019-02-05,2019-02-06,Same Day,CUST-0391,Customer 391,Home Office,West,California,PROD-0045,Chairs Product 5,Furniture,Chairs,4,801.51,0.0,3206.04,1982.68,1223.36
ORD-000064,2019-02-05,2019-02-07,Standard Class,CUST-0391,Customer 391,Home Office,West,California,PROD-0099,Binders Product 9,Office Supplies,Binders,1,1433.75,0.0,1433.75,487.01,946.74
ORD-000064,2019-02-05,2019-02-08,Standard Class,CUST-0391,Customer 391,Home Office,West,California,PROD-0037,Accessories Product 7,Electronics,Accessories,2,37.74,0.0,75.48,61.26,14.22
ORD-000065,2019-02-05,2019-02-08,Standard Class,CUST-0431,Customer 431,Consumer,South,Texas,PROD-0059,Tables Product 9,Furniture,Tables,3,152.39,0.0,457.17,164.49,292.68
ORD-000066,2019-02-12,2019-02-14,Standard Class,CUST-0468,Customer 468,Home Office,East,New York,PROD-0069,Storage Product 9,Furniture,Storage,1,893.16,0.0161,878.82,427.09,451.73
ORD-000067,2019-02-12,2019-02-13,First Class,CUST-0792,Customer 792,Corporate,East,Maine,PROD-0001,Phones Product 1,Electronics,Phones,1,219.1,0.0,219.1,100.72,118.38
ORD-000067,2019-02-12,2019-02-16,First Class,CUST-0792,Customer 792,Corporate,East,Maine,PROD-0130,Copiers Product 10,Technology,Copiers,2,93.19,0.0,186.38,82.92,103.46
ORD-000067,2019-02-12,2019-02-14,Second Class,CUST-0792,Customer 792,Corporate,East,Maine,PROD-0084,Paper Product 4,Office Supplies,Paper,2,882.88,0.0902,1606.54,835.5,771.04
ORD-000068,2019-02-12,2019-02-14,Standard Class,CUST-0020,Customer 20,Consumer,East,Maine,PROD-0078,Bookcases Product 8,Furniture,Bookcases,1,799.99,0.0,799.99,313.12,486.87
ORD-000069,2019-02-12,2019-02-13,Standard Class,CUST-0164,Customer 164,Corporate,East,Maine,PROD-0147,Software Product 7,Technology,Software,2,703.25,0.0,1406.5,576.2,830.3
ORD-000070,2019-02-12,2019-02-14,Standard Class,CUST-0876,Customer 876,Consumer,North,Montana,PROD-0046,Chairs Product 6,Furniture,Chairs,1,1118.19,0.0,1118.19,471.94,646.25
ORD-000071,2019-02-19,2019-02-21,Standard Class,CUST-0510,Customer 510,Corporate,Central,Ohio,PROD-0113,Envelopes Product 3,Office Supplies,Envelopes,1,506.68,0.0,506.68,215.67,291.01
ORD-000072,2019-02-19,2019-02-20,Standard Class,CUST-0056,Customer 56,Home Office,North,Oregon,PROD-0073,Bookcases Product 3,Furniture,Bookcases,1,391.76,0.0,391.76,140.84,250.92
ORD-000073,2019-02-19,2019-02-21,Same Day,CUST-0387,Customer 387,Consumer,South,Florida,PROD-0126,Copiers Product 6,Technology,Copiers,4,827.32,0.0,3309.28,1601.2,1708.08
ORD-000074,2019-02-19,2019-02-20,Standard Class,CUST-0989,Customer 989,Consumer,South,Alabama,PROD-0150,Software Product 10,Technology,Software,1,795.5,0.0,795.5,321.85,473.65
ORD-000074,2019-02-19,2019-02-20,Standard Class,CUST-0989,Customer 989,Consumer,South,Alabama,PROD-0143,Software Product 3,Technology,Software,1,362.35,0.0,362.35,169.97,192.38
ORD-000075,2019-02-19,2019-02-20,Second Class,CUST-0370,Customer 370,Consumer,West,Arizona,PROD-0104,Pens Product 4,Office Supplies,Pens,3,690.53,0.0,2071.59,1034.43,1037.16
ORD-000076,2019-02-19,2019-02-20,Standard Class,CUST-0771,Customer 771,Consumer,North,Washington,PROD-0038,Accessories Product 8,Electronics,Accessories,1,973.14,0.0,973.14,493.98,479.16
ORD-000077,2019-02-19,2019-02-20,Standard Class,CUST-0326,Customer 326,Corporate,Central,Michigan,PROD-0035,Accessories Product 5,Electronics,Accessories,2,315.53,0.0,631.06,367.52,263.54
ORD-000078,2019-02-19,2019-02-20,Standard Class,CUST-0528,Customer 528,Consumer,East,Vermont,PROD-0022,Laptops Product 2,Electronics,Laptops,5,386.66,0.0,1933.3,830.95,1102.35
ORD-000078,2019-02-19,2019-02-20,Standard Class,CUST-0528,Customer 528,Consumer,East,Vermont,PROD-0073,Bookcases Product 3,Furniture,Bookcases,1,391.76,0.0,391.76,140.84,250.92
ORD-000079,2019-02-19,2019-02-20,Standard Class,CUST-0484,Customer 484,Corporate,Central,Ohio,PROD-0129,Copiers Product 9,Technology,Copiers,3,225.7,0.0312,655.95,324.78,331.17
ORD-000080,2019-02-19,2019-02-20,Second Class,CUST-0769,Customer 769,Consumer,Central,Michigan,PROD-0013,Tablets Product 3,Electronics,Tablets,1,970.71,0.0,970.71,472.69,498.02
ORD-000081,2019-02-19,2019-02-20,First Class,CUST-0079,Customer 79,Consumer,East,New York,PROD-0102,Pens Product 2,Office Supplies,Pens,1,37.15,0.0,37.15,20.84,16.31
ORD-000082,2019-02-19,2019-02-24,First Class,CUST-0766,Customer 766,Corporate,Central,Ohio,PROD-0103,Pens Product 3,Office Supplies,Pens,2,645.22,0.0,1290.44,498.88,791.56
ORD-000082,2019-02-19,2019-02-20,Standard Class,CUST-0766,Customer 766,Corporate,Central,Ohio,PROD-0003,Phones Product 3,Electronics,Phones,1,966.77,0.0482,920.16,405.21,514.95
ORD-000082,2019-02-19,2019-02-20,Standard Class,CUST-0766,Customer 766,Corporate,Central,Ohio,PROD-0133,Machines Product 3,Technology,Machines,1,20.88,0.0,20.88,15.69,5.19
ORD-000083,2019-02-19,2019-02-23,Standard Class,CUST-0959,Customer 959,Consumer,East,New York,PROD-0076,Bookcases Product 6,Furniture,Bookcases,1,966.53,0.0,966.53,357.1,609.43
ORD-000084,2019-02-19,2019-02-22,Standard Class,CUST-0218,Customer 218,Corporate,East,Vermont,PROD-0046,Chairs Product 6,Furniture,Chairs,1,1118.19,0.0,1118.19,471.94,646.25
ORD-000085,2019-02-26,2019-03-01,Standard Class,CUST-0969,Customer 969,Corporate,Central,Ohio,PROD-0109,Pens Product 9,Office Supplies,Pens,5,122.13,0.0,610.65,251.85,358.8
ORD-000085,2019-02-26,2019-02-27,Second Class,CUST-0969,Customer 969,Corporate,Central,Ohio,PROD-0074,Bookcases Product 4,Furniture,Bookcases,4,955.85,0.0501,3631.75,1602.96,2028.79
ORD-000086,2019-02-26,2019-03-02,Standard Class,CUST-0852,Customer 852,Corporate,North,Montana,PROD-0133,Machines Product 3,Technology,Machines,1,20.88,0.0,20.88,15.69,5.19
ORD-000087,2019-02-26,2019-02-28,Standard Class,CUST-0777,Customer 777,Consumer,East,Pennsylvania,PROD-0104,Pens Product 4,Office Supplies,Pens,2,690.53,0.0462,1317.2,689.62,627.58
ORD-000088,2019-02-26,2019-02-27,First Class,CUST-0488,Customer 488,Consumer,South,Texas,PROD-0085,Paper Product 5,Office Supplies,Paper,4,22.54,0.3728,56.55,52.52,4.03
ORD-000089,2019-02-26,2019-02-27,Standard Class,CUST-0252,Customer 252,Consumer,Central,Illinois,PROD-0022,Laptops Product 2,Electronics,Laptops,1,386.66,0.0,386.66,166.19,220.47
ORD-000090,2019-02-26,2019-02-27,Second Class,CUST-0209,Customer 209,Consumer,South,Alabama,PROD-0062,Storage Product 2,Furniture,Storage,2,1149.06,0.0,2298.12,864.88,1433.24
ORD-000090,2019-02-26,2019-03-01,Standard Class,CUST-0209,Customer 209,Consumer,South,Alabama,PROD-0133,Machines Product 3,Technology,Machines,1,20.88,0.0,20.88,15.69,5.19
ORD-000091,2019-02-26,2019-02-28,Second Class,CUST-0115,Customer 115,Corporate,East,Pennsylvania,PROD-0050,Chairs Product 10,Furniture,Chairs,1,717.44,0.2928,507.35,392.0,115.35
ORD-000092,2019-02-26,2019-02-27,Standard Class,CUST-0691,Customer 691,Consumer,Central,Michigan,PROD-0079,Bookcases Product 9,Furniture,Bookcases,4,244.34,0.386,600.1,350.88,249.22
ORD-000093,2019-02-26,2019-03-02,Standard Class,CUST-0342,Customer 342,Consumer,West,Arizona,PROD-0005,Phones Product 5,Electronics,Phones,1,275.39,0.0,275.39,132.34,143.05
ORD-000094,2019-02-26,2019-03-02,Standard Class,CUST-0740,Customer 740,Consumer,North,Oregon,PROD-0134,Machines Product 4,Technology,Machines,2,417.57,0.0,835.14,404.64,430.5
ORD-000095,2019-02-26,2019-03-01,Standard Class,CUST-0475,Customer 475,Corporate,South,Florida,PROD-0044,Chairs Product 4,Furniture,Chairs,3,466.06,0.0,1398.18,931.71,466.47
